Number,fusion,Classifier,precision,recall,f1-score,accuracy
44,feature fusion15,Gaussian Naive Bayes,0.5173422784126058,0.3641346153846154,0.2715339704889592,0.3641346153846154
45,feature fusion15,Decision Tree,0.5666265397693894,0.5140865384615385,0.5285117811092641,0.5140865384615385
46,feature fusion15,Linear Discriminant Analysis,0.5519035035550818,0.476875,0.4787155879790666,0.476875
47,feature fusion15,Bagging,0.5795197610974723,0.5547115384615384,0.5477946323209035,0.5547115384615384
48,feature fusion15,Extra Trees,0.6028102106227107,0.604423076923077,0.5632465276989436,0.604423076923077
49,feature fusion15,Gaussian Process,0.6422538081419777,0.591875,0.5968514964684803,0.591875
50,feature fusion15,Ridge,0.5755579184714594,0.5294711538461538,0.5236719770164292,0.5294711538461538
51,feature fusion15,Linear Support Vector Classifier,0.5865702117975681,0.5387980769230769,0.5416969889365479,0.5387980769230769
52,feature fusion15,Calibrated Classifier,0.7666517420428517,0.6509615384615385,0.5257864564631788,0.6509615384615385
53,feature fusion15,Histogram Gradient Boosting,0.6270424504020354,0.5762019230769231,0.5470381535772288,0.5762019230769231
54,feature fusion15,Dummy Classifier,0.792357387204142,0.6572115384615385,0.5289502982710885,0.6572115384615385
